Event,Latitude,Longitude,Cal age [ka BP],"Cal age std e [±] (calculated, 1 sigma)","Age dated [ka] (planktic, Age, 14C AMS)","Age std e [±] (planktic, calculated, 1 sigma)","Age dated [ka] (Coeval atmospheric 14C age, A...)"
MV99-GC38,23.22,-111.08,22250.0,375.0,19440.0,50.0,18281.0
MV99-GC38,23.22,-111.08,24550.0,515.0,21210.0,60.0,20397.0
MV99-GC38,23.22,-111.08,31150.0,225.5,26360.0,190.0,27094.0
MV99-MC17/GC32/PC10,23.61,-111.56,12430.0,210.0,12825.0,45.0,10363.0
MV99-MC17/GC32/PC10,23.61,-111.56,13200.0,385.0,13035.0,50.0,11356.0
MV99-MC17/GC32/PC10,23.61,-111.56,13440.0,115.0,12820.0,50.0,11547.0
MV99-MC17/GC32/PC10,23.61,-111.56,13630.0,85.0,13045.0,35.0,11826.0
MV99-MC17/GC32/PC10,23.61,-111.56,13810.0,70.0,13055.0,35.0,12013.0
MV99-MC17/GC32/PC10,23.61,-111.56,13940.0,109.5,13425.0,45.0,12020.0
MV99-MC17/GC32/PC10,23.61,-111.56,14100.0,50.0,13335.0,50.0,12228.0
MV99-MC17/GC32/PC10,23.61,-111.56,14260.0,55.0,13380.0,60.0,12325.0
MV99-MC17/GC32/PC10,23.61,-111.56,14430.0,130.5,13285.0,35.0,12398.0
MV99-MC17/GC32/PC10,23.61,-111.56,14600.0,166.5,13155.0,35.0,12466.0
MV99-MC17/GC32/PC10,23.61,-111.56,14860.0,149.0,14330.0,40.0,12494.0
MV99-MC17/GC32/PC10,23.61,-111.56,16430.0,1061.0,13625.0,40.0,13618.0
MV99-MC17/GC32/PC10,23.61,-111.56,17230.0,1569.0,16530.0,70.0,14149.0
MV99-MC17/GC32/PC10,23.61,-111.56,17920.0,1746.0,17200.0,70.0,14635.0
MV99-MC17/GC32/PC10,23.61,-111.56,18710.0,1240.0,15160.0,60.0,15369.0
MV99-MC17/GC32/PC10,23.61,-111.56,19480.0,745.0,16720.0,70.0,16111.0
MV99-MC17/GC32/PC10,23.61,-111.56,20250.0,298.0,17440.0,60.0,16736.0
MV99-MC17/GC32/PC10,23.61,-111.56,22300.0,800.0,19580.0,80.0,18332.0
MV99-MC17/GC32/PC10,23.61,-111.56,25680.0,1533.0,22940.0,190.0,21265.0
MV99-MC17/GC32/PC10,23.61,-111.56,11950.0,115.0,12230.0,45.0,10281.0
W8709A-13,42.12,-125.75,8157.999999999999,110.0,8200.0,40.0,7290.0
W8709A-13,42.12,-125.75,8680.0,103.0,8680.0,60.0,7903.0
W8709A-13,42.12,-125.75,9016.5,100.0,8895.0,40.0,8114.900000000001
W8709A-13,42.12,-125.75,9565.5,98.0,9400.0,80.0,8701.4
W8709A-13,42.12,-125.75,9837.0,102.0,9580.0,70.0,8809.0
W8709A-13,42.12,-125.75,10365.0,117.0,9940.0,70.0,9201.0
W8709A-13,42.12,-125.75,11288.0,122.0,10610.0,80.0,9935.0
W8709A-13,42.12,-125.75,11751.5,84.0,11005.0,40.0,10124.0
W8709A-13,42.12,-125.75,11913.0,127.0,10985.0,40.0,10211.0
W8709A-13,42.12,-125.75,12619.0,130.0,11615.0,45.0,10570.0
W8709A-13,42.12,-125.75,13043.0,73.0,12035.0,45.0,11054.0
W8709A-13,42.12,-125.75,13510.0,105.0,12510.0,60.0,11689.0
W8709A-13,42.12,-125.75,14260.0,131.0,13080.0,35.0,12325.0
W8709A-13,42.12,-125.75,15348.0,116.0,13770.0,35.0,12880.0
W8709A-13,42.12,-125.75,15659.0,107.0,14015.0,35.0,13064.0
W8709A-13,42.12,-125.75,16280.000000000002,70.0,14490.0,35.0,13498.0
W8709A-13,42.12,-125.75,16536.0,56.0,14690.0,35.0,13675.0
W8709A-13,42.12,-125.75,16782.0,79.0,14840.0,45.0,13822.0
W8709A-13,42.12,-125.75,17205.0,111.0,15260.0,35.0,14153.0
W8709A-13,42.12,-125.75,17532.5,76.0,15500.0,40.0,14456.0
W8709A-13,42.12,-125.75,17745.0,168.0,15620.0,35.0,14474.0
W8709A-13,42.12,-125.75,20368.0,283.0,17940.0,45.0,16831.0
W8709A-13,42.12,-125.75,22355.5,230.0,19640.0,60.0,18409.0
KNR159-5-78GGC,-27.48333333,-46.33333333,640.0,10.0,1235.0,15.0,626.0
KNR159-5-78GGC,-27.48333333,-46.33333333,6012.0,24.0,5810.0,15.0,5309.8
KNR159-5-78GGC,-27.48333333,-46.33333333,7808.0,22.0,7530.0,20.0,6989.0
KNR159-5-78GGC,-27.48333333,-46.33333333,9312.0,31.0,8800.0,25.0,8316.4
KNR159-5-78GGC,-27.48333333,-46.33333333,11364.0,38.0,10390.0,20.0,9987.0
KNR159-5-78GGC,-27.48333333,-46.33333333,13869.0,49.0,12475.0,35.0,12038.0
KNR159-5-78GGC,-27.48333333,-46.33333333,14141.0,53.0,12685.0,35.0,12256.0
KNR159-5-78GGC,-27.48333333,-46.33333333,15336.0,55.0,13435.0,40.0,12871.0
KNR159-5-78GGC,-27.48333333,-46.33333333,15801.0,50.0,13785.0,35.0,13179.0
KNR159-5-78GGC,-27.48333333,-46.33333333,16189.0,66.0,14085.0,54.0,13429.0
KNR159-5-78GGC,-27.48333333,-46.33333333,17267.0,74.0,14960.0,60.0,14152.0
KNR159-5-78GGC,-27.48333333,-46.33333333,17367.0,96.0,15040.0,70.0,14275.0
KNR159-5-78GGC,-27.48333333,-46.33333333,17808.0,61.0,15360.0,50.0,14523.0
KNR159-5-78GGC,-27.48333333,-46.33333333,18184.0,67.0,15723.0,72.0,14800.0
KNR159-5-78GGC,-27.48333333,-46.33333333,18676.0,50.0,16160.0,60.0,15316.0
KNR159-5-78GGC,-27.48333333,-46.33333333,19248.0,86.0,16700.0,70.0,15971.0
KNR159-5-78GGC,-27.48333333,-46.33333333,19594.0,76.0,16990.0,60.0,16300.0
MD77-176,14.5,93.11667,2651.0,146.0,3060.0,60.0,2462.0
MD77-176,14.5,93.11667,5294.0,157.5,5120.0,70.0,4538.2
MD77-176,14.5,93.11667,7276.0,149.0,6960.0,80.0,6372.200000000001
MD77-176,14.5,93.11667,10016.0,144.0,9350.0,45.0,8900.800000000001
MD77-176,14.5,93.11667,12107.0,221.25,10950.0,90.0,10373.0
MD77-176,14.5,93.11667,12861.0,148.0,11450.0,90.0,10980.0
MD77-176,14.5,93.11667,14605.0,271.25,12910.0,110.0,12468.0
MD77-176,14.5,93.11667,17227.0,232.75,14880.0,70.0,14149.0
MD77-176,14.5,93.11667,18773.0,199.5,16420.0,70.0,15441.0
MD77-176,14.5,93.11667,19456.0,253.0,16660.0,120.0,16085.0
MD77-176,14.5,93.11667,26722.0,283.75,23420.0,140.0,22374.0
146-893A,34.28,-120.03,15518.0,377.0,13800.0,280.0,12947.0
146-893A,34.28,-120.03,16670.0,169.0,14690.0,140.0,13774.0
146-893A,34.28,-120.03,16722.0,217.0,14740.0,180.0,13801.0
146-893A,34.28,-120.03,16976.0,191.0,14940.0,160.0,13922.0
146-893A,34.28,-120.03,17372.0,80.0,15280.0,60.0,14284.0
146-893A,34.28,-120.03,17974.0,145.0,15750.0,130.0,14670.0
146-893A,34.28,-120.03,18053.0,155.0,15830.0,140.0,14705.0
LV29-114-3,49.36666667,152.8833333,9650.0,71.0,9630.0,50.0,8693.0
LV29-114-3,49.36666667,152.8833333,10833.0,86.0,10465.0,50.0,9598.4
LV29-114-3,49.36666667,152.8833333,13113.0,54.0,12290.0,55.0,11220.0
LV29-114-3,49.36666667,152.8833333,14147.0,89.0,13180.0,60.0,12259.0
LV29-114-3,49.36666667,152.8833333,15953.0,105.0,14400.0,80.0,13270.0
LV29-114-3,49.36666667,152.8833333,16890.0,94.0,15130.0,80.0,13862.0
SO178-13-6,52.71666667,144.7,14532.0,176.0,13390.0,100.0,12436.0
SO178-13-6,52.71666667,144.7,15985.0,61.0,14420.0,45.0,13296.0
SO178-13-6,52.71666667,144.7,16850.0,73.0,15090.0,60.0,13844.0
SO201-2-101,58.86666667,170.6833333,13653.0,63.0,12600.0,55.0,11819.0
SO201-2-101,58.86666667,170.6833333,16918.0,68.0,14950.0,60.0,13878.0
SO201-2-101,58.86666667,170.6833333,19629.0,147.0,17310.0,120.0,16358.0
SO201-2-12KL,53.98333333,162.3666667,11266.0,83.0,10800.0,65.0,9903.2
SO201-2-12KL,53.98333333,162.3666667,13321.0,55.0,12500.0,50.0,11466.0
SO201-2-12KL,53.98333333,162.3666667,13771.0,74.0,12900.0,50.0,11889.0
SO201-2-12KL,53.98333333,162.3666667,15291.0,74.0,13900.0,55.0,12826.0
SO201-2-77,56.31666667,170.6833333,11115.0,41.0,10450.0,40.0,9658.0
SO201-2-77,56.31666667,170.6833333,12579.0,45.0,11500.0,50.0,10473.0
SO201-2-77,56.31666667,170.6833333,14567.0,101.0,13200.0,45.0,12453.0
SO201-2-85,57.5,170.4,11110.0,70.0,10450.0,55.0,9653.0
SO201-2-85,57.5,170.4,15489.0,105.0,13850.0,80.0,12931.0
SO201-2-85,57.5,170.4,19674.0,80.0,17350.0,65.0,16384.0
SO202/1_18-6,60.11666667,-179.4333333,11657.0,40.0,10850.0,25.0,10097.0
SO202/1_18-6,60.11666667,-179.4333333,11802.0,81.0,10950.0,55.0,10121.0
SO202/1_18-6,60.11666667,-179.4333333,12116.5,111.0,11150.0,65.0,10368.0
SO202/1_18-6,60.11666667,-179.4333333,12866.0,63.0,11850.0,60.0,10969.0
JT96-09PC,48.91,-126.9,10013.0,97.0,9760.0,70.0,8895.4
JT96-09PC,48.91,-126.9,12463.0,134.0,11500.0,110.0,10403.0
JT96-09PC,48.91,-126.9,13079.0,122.0,12460.0,120.0,11098.0
JT96-09PC,48.91,-126.9,13259.0,87.0,12640.0,90.0,11396.0
JT96-09PC,48.91,-126.9,14205.0,131.0,13410.0,80.0,12305.0
JT96-09PC,48.91,-126.9,14398.0,146.0,13520.0,70.0,12396.0
JT96-09PC,48.91,-126.9,15345.0,92.0,14140.0,70.0,12878.0
JT96-09PC,48.9,-126.9,10430.0,200.0,9760.0,70.0,9252.0
JT96-09PC,48.9,-126.9,10555.5,379.75,9360.0,240.0,9319.699999999999
JT96-09PC,48.9,-126.9,11425.0,348.5,11500.0,110.0,10037.0
JT96-09PC,48.9,-126.9,12115.0,324.75,12460.0,120.0,10371.0
JT96-09PC,48.9,-126.9,12709.5,316.625,12640.0,90.0,10676.0
JT96-09PC,48.9,-126.9,14468.0,311.625,13410.0,80.0,12409.0
JT96-09PC,48.9,-126.9,14786.0,321.75,13520.0,70.0,12391.0
JT96-09PC,48.9,-126.9,15612.0,366.0,14140.0,70.0,13023.0
KR02-15-PC06,40.4,143.5,4816.0,335.25,5170.0,60.0,4172.0
KR02-15-PC06,40.4,143.5,5047.0,86.0,5170.0,60.0,4458.599999999999
KR02-15-PC06,40.4,143.5,7154.0,94.0,7070.0,90.0,6171.0
KR02-15-PC06,40.4,143.5,7327.8,255.5,7070.0,90.0,6428.4
KR02-15-PC06,40.4,143.5,8061.999999999999,59.0,8010.0,60.0,7322.4
KR02-15-PC06,40.4,143.5,8319.2,297.45,8010.0,60.0,7451.7
KR02-15-PC06,40.4,143.5,11387.0,123.0,10610.0,90.0,9949.0
KR02-15-PC06,40.4,143.5,11393.0,300.20000000000005,10610.0,90.0,9968.199999999999
KR02-15-PC06,40.4,143.5,11771.0,111.0,10860.0,70.0,10149.0
KR02-15-PC06,40.4,143.5,12195.2,299.425,10860.0,70.0,10391.0
KR02-15-PC06,40.4,143.5,13911.0,407.25,13470.0,70.0,12061.0
KR02-15-PC06,40.4,143.5,14395.0,405.25,13530.0,70.0,12396.0
KR02-15-PC06,40.4,143.5,15088.0,87.0,13470.0,70.0,12648.0
KR02-15-PC06,40.4,143.5,15164.0,89.0,13530.0,70.0,12718.0
KR02-15-PC06,40.4,143.5,18630.0,200.0,12900.0,700.0,15210.0
SU90-08,43.05,-30.03333,2084.0,200.0,3097.0,55.0,2109.0
SU90-08,43.05,-30.03333,2084.0,200.0,3407.0,61.0,2109.0
SU90-08,43.05,-30.03333,3312.0,200.0,3319.0,56.0,3044.0
SU90-08,43.05,-30.03333,3312.0,200.0,3564.0,60.0,3044.0
SU90-08,43.05,-30.03333,4959.0,200.0,4760.0,62.0,4381.0
SU90-08,43.05,-30.03333,4959.0,200.0,4558.0,61.0,4381.0
SU90-08,43.05,-30.03333,6637.0,200.0,6520.0,70.0,5809.8
SU90-08,43.05,-30.03333,6637.0,200.0,5845.0,69.0,5809.8
SU90-08,43.05,-30.03333,10189.0,200.0,9372.0,89.0,8983.4
SU90-08,43.05,-30.03333,10189.0,200.0,9320.0,82.0,8983.4
SU90-08,43.05,-30.03333,11180.0,200.0,10340.0,40.0,9708.0
SU90-08,43.05,-30.03333,11658.0,200.0,11501.0,94.0,10097.0
SU90-08,43.05,-30.03333,12338.0,200.0,11749.0,97.0,10423.0
SU90-08,43.05,-30.03333,12338.0,200.0,11482.0,94.0,10423.0
SU90-08,43.05,-30.03333,13128.0,200.0,11811.0,96.0,11256.0
SU90-08,43.05,-30.03333,13128.0,200.0,11913.0,95.0,11256.0
SU90-08,43.05,-30.03333,13407.0,200.0,12460.0,109.0,11521.0
SU90-08,43.05,-30.03333,13407.0,200.0,12675.0,96.0,11521.0
SU90-08,43.05,-30.03333,13790.0,200.0,12563.0,105.0,11918.0
SU90-08,43.05,-30.03333,13790.0,200.0,12154.0,45.0,11918.0
SU90-08,43.05,-30.03333,14434.0,200.0,13548.0,113.0,12400.0
SU90-08,43.05,-30.03333,14434.0,200.0,13782.0,105.0,12400.0
SU90-08,43.05,-30.03333,16634.0,200.0,16677.0,56.0,13751.0
SU90-08,43.05,-30.03333,17550.0,200.0,17400.0,156.0,14461.0
SU90-08,43.05,-30.03333,18945.0,200.0,18432.0,164.0,15712.0
SU90-08,43.05,-30.03333,18945.0,200.0,18515.0,168.0,15712.0
SU90-08,43.05,-30.03333,19982.0,200.0,18884.0,167.0,16559.0
SU90-08,43.05,-30.03333,19982.0,200.0,18972.0,172.0,16559.0
SU90-08,43.05,-30.03333,21565.0,200.0,19467.0,198.0,17807.0
SU90-08,43.05,-30.03333,22949.0,200.0,20322.0,73.0,18978.0
SU90-08,43.05,-30.03333,23327.0,200.0,20823.0,213.0,19401.0
SU90-08,43.05,-30.03333,23511.0,200.0,20954.0,218.0,19558.0
SU90-08,43.05,-30.03333,24016.0,200.0,21429.0,85.0,20026.0
SU90-08,43.05,-30.03333,24569.0,200.0,21793.0,224.0,20415.0
SU90-08,43.05,-30.03333,24569.0,200.0,22454.0,249.0,20415.0
SU90-08,43.05,-30.03333,25248.0,200.0,23044.0,260.0,20975.0
SU90-08,43.05,-30.03333,25248.0,200.0,22757.0,245.0,20975.0
167-1019,41.68,-124.93,10260.0,149.0,9950.0,110.0,9173.0
167-1019,41.68,-124.93,10596.0,181.0,10210.0,120.0,9413.199999999999
167-1019,41.68,-124.93,12308.0,207.0,11410.0,170.0,10370.0
167-1019,41.68,-124.93,12535.0,158.0,11580.0,140.0,10529.0
167-1019,41.68,-124.93,12879.0,97.0,11950.0,110.0,10964.0
167-1019,41.68,-124.93,14632.0,203.0,13350.0,120.0,12476.0
167-1019,41.68,-124.93,16940.0,144.0,15080.0,120.0,13892.0
167-1019,41.68,-124.93,18099.0,165.0,16040.0,140.0,14721.0
167-1019,41.68,-124.93,21008.0,267.0,18550.0,210.0,17470.0
167-1019,41.68,-124.93,24069.0,329.0,21240.0,280.0,20044.0
W8709A-13,42.12,-125.75,10547.0,240.0,9960.0,230.0,9314.0
W8709A-13,42.12,-125.75,11365.0,110.0,10720.0,70.0,9987.0
W8709A-13,42.12,-125.75,12142.0,105.0,11200.0,60.0,10357.0
W8709A-13,42.12,-125.75,13827.0,86.0,12760.0,60.0,12020.0
W8709A-13,42.12,-125.75,14211.0,121.0,13000.0,90.0,12308.0
W8709A-13,42.12,-125.75,15210.0,97.0,13700.0,70.0,12751.0
W8709A-13,42.12,-125.75,15622.0,113.0,14050.0,140.0,13033.0
W8709A-13,42.12,-125.75,15785.0,129.0,14020.0,140.0,13166.0
W8709A-13,42.12,-125.75,18952.0,123.0,16710.0,120.0,15719.0
W8709A-13,42.12,-125.75,19205.5,135.0,17030.0,150.0,15948.0
W8709A-13,42.12,-125.75,24771.5,218.0,22000.0,250.0,20570.0
W8709A-13,42.12,-125.75,24988.0,227.0,21910.0,240.0,20694.0
KT89-18-P4,32.15,133.9,10446.0,179.0,9800.0,133.0,9283.0
KT89-18-P4,32.15,133.9,11707.0,169.0,10692.0,108.0,10090.0
KT89-18-P4,32.15,133.9,12851.0,90.0,11622.0,101.0,10989.0
KT89-18-P4,32.15,133.9,13711.0,116.0,12450.0,91.0,11816.0
KT89-18-P4,32.15,133.9,15225.0,148.0,13447.0,113.0,12762.0
KT89-18-P4,32.15,133.9,19821.0,538.0,17275.0,478.0,16376.999999999998
KT89-18-P4,32.15,133.9,22645.0,323.0,19655.0,303.0,18774.0
MD01-2420,36.07,141.82,2497.0,46.0,3010.0,25.0,2476.0
MD01-2420,36.07,141.82,8058.999999999999,44.0,7880.0,40.0,7321.6
MD01-2420,36.07,141.82,10122.0,53.0,9530.0,40.0,8890.2
MD01-2420,36.07,141.82,11729.0,86.0,10700.0,55.0,10091.0
MD01-2420,36.07,141.82,12427.0,76.0,11150.0,55.0,10356.0
MD01-2420,36.07,141.82,12937.0,83.0,11717.0,88.0,11047.0
MD01-2420,36.07,141.82,13373.0,52.0,12150.0,50.0,11523.0
MD01-2420,36.07,141.82,13651.0,56.0,12400.0,45.0,11816.0
MD01-2420,36.07,141.82,14972.0,221.0,13258.0,141.0,12566.0
MD01-2420,36.07,141.82,15310.0,140.0,13510.0,113.0,12846.0
MD01-2420,36.07,141.82,15824.0,69.0,13900.0,50.0,13197.0
MD01-2420,36.07,141.82,16853.0,84.0,14696.0,70.0,13845.0
MD01-2420,36.07,141.82,18863.0,145.0,16457.0,141.0,15594.0
MD01-2420,36.07,141.82,19507.0,56.0,17020.0,50.0,16146.0
MD01-2420,36.07,141.82,22527.0,72.0,19555.0,60.0,18691.0
MR06-04_PC04A,44.53,145.0,10716.0,86.0,10400.0,50.0,9482.8
MR06-04_PC04A,44.53,145.0,11256.0,51.0,10800.0,45.0,9882.4
MR06-04_PC04A,44.53,145.0,11480.0,78.0,10950.0,45.0,10019.0
MR06-04_PC04A,44.53,145.0,13024.0,60.0,12200.0,60.0,11061.0
MR06-04_PC04A,44.53,145.0,13903.0,56.0,13000.0,45.0,12066.0
MR06-04_PC04A,44.53,145.0,18608.0,111.0,16600.0,95.0,15162.0
MD02-2461,51.75,-12.92,12589.968,200.0,11032.0,39.0,10494.0
MD02-2461,51.75,-12.92,13303.979249999999,200.0,12551.0,46.0,11413.0
MD02-2461,51.75,-12.92,15181.998,200.0,11950.0,43.0,12731.0
MD02-2461,51.75,-12.92,16546.88989,200.0,14530.0,58.0,13684.0
MD02-2461,51.75,-12.92,17520.484490000003,200.0,15118.0,64.0,14452.0
MD02-2461,51.75,-12.92,19426.824090000002,200.0,15518.0,63.0,16055.0
MD02-2461,51.75,-12.92,20254.04148,200.0,15174.0,60.0,16739.0
MD02-2461,51.75,-12.92,20938.998000000003,200.0,17130.0,77.0,17389.0
MD02-2461,51.75,-12.92,21783.814150000002,200.0,18233.0,87.0,17864.0
MD02-2461,51.75,-12.92,23108.62184,200.0,18665.0,89.0,19257.0
MD02-2461,51.75,-12.92,24082.286839999997,200.0,19128.0,94.0,20048.0
MD02-2461,51.75,-12.92,24987.64916,200.0,20193.0,118.0,20694.0
MD02-2461,51.75,-12.92,25743.168,200.0,20931.0,129.0,21361.0
EW0408-26JC,57.6,-136.7,13550.0,200.0,12295.0,30.0,11701.0
EW0408-26JC,57.6,-136.7,13975.0,160.5,12855.0,40.0,12004.0
EW0408-26JC,57.6,-136.7,14267.0,143.625,13290.0,35.0,12326.0
EW0408-26JC,57.6,-136.7,14576.0,139.25,13195.0,30.0,12456.0
EW0408-26JC,57.6,-136.7,14735.0,142.375,13230.0,45.0,12381.0
EW0408-26JC,57.6,-136.7,15443.5,166.0,13840.0,40.0,12913.0
EW0408-26JC,57.6,-136.7,16772.5,206.0,15165.0,40.0,13819.0
EW0408-26JC,57.6,-136.7,11800.0,200.0,10330.0,40.0,10119.0
EW0408-87JC,58.8,-144.5,1529.0,11.5,1640.0,15.0,1626.0
EW0408-87JC,58.8,-144.5,8337.0,138.75,8520.0,20.0,7481.8
EW0408-87JC,58.8,-144.5,11393.0,98.5,10715.0,20.0,9968.199999999999
EW0408-87JC,58.8,-144.5,11733.0,73.75,10975.0,30.0,10093.0
EW0408-87JC,58.8,-144.5,12142.0,60.0,11090.0,25.0,10357.0
EW0408-87JC,58.8,-144.5,12623.0,75.25,11695.0,30.0,10588.0
EW0408-87JC,58.8,-144.5,13288.0,73.0,12460.0,40.0,11373.0
EW0408-87JC,58.8,-144.5,14205.0,114.5,13170.0,40.0,12305.0
EW0408-87JC,58.8,-144.5,14571.0,140.0,13330.0,45.0,12454.0
EW0408-87JC,58.8,-144.5,15293.0,140.25,13830.0,30.0,12828.0
EW0408-87JC,58.8,-144.5,15811.0,109.75,14290.0,40.0,13188.0
EW0408-87JC,58.8,-144.5,16134.0,116.75,14560.0,70.0,13395.0
EW0408-87JC,58.8,-144.5,16297.0,130.5,14840.0,70.0,13513.0
EW0408-87JC,58.8,-144.5,16408.0,134.5,14930.0,60.0,13607.0
EW0408-87JC,58.8,-144.5,16969.0,186.0,15060.0,45.0,13915.0
LPAZ21P,22.9,-109.5,10892.0,193.0,15730.0,270.0,9623.6
LPAZ21P,22.9,-109.5,11451.0,256.0,14090.0,60.0,10010.0
LPAZ21P,22.9,-109.5,11574.0,249.0,15630.0,80.0,10025.0
LPAZ21P,22.9,-109.5,11577.0,257.0,14950.0,80.0,10023.0
LPAZ21P,22.9,-109.5,11962.0,298.0,15630.0,90.0,10277.0
LPAZ21P,22.9,-109.5,12229.0,254.0,15280.0,100.0,10386.0
LPAZ21P,22.9,-109.5,12723.0,209.0,16155.000000000002,50.0,10709.0
LPAZ21P,22.9,-109.5,12992.0,128.0,16660.0,100.0,11050.0
LPAZ21P,22.9,-109.5,13577.0,166.0,17060.0,440.0,11689.0
LPAZ21P,22.9,-109.5,13578.0,166.0,17040.0,100.0,11693.0
LPAZ21P,22.9,-109.5,13694.0,156.0,15920.0,110.0,11836.0
LPAZ21P,22.9,-109.5,13941.0,265.0,17600.0,60.0,12019.0
LPAZ21P,22.9,-109.5,14539.0,253.0,17080.0,340.0,12439.0
LPAZ21P,22.9,-109.5,14558.0,255.0,16910.0,340.0,12448.0
LPAZ21P,22.9,-109.5,16356.000000000002,240.0,17800.0,180.0,13568.0
LPAZ21P,22.9,-109.5,16358.5,235.0,17550.0,120.0,13571.0
LPAZ21P,22.9,-109.5,16746.0,203.0,16650.0,160.0,13810.0
LPAZ21P,22.9,-109.5,18493.0,132.0,16560.0,60.0,15154.0
LPAZ21P,22.9,-109.5,18496.0,134.0,17060.0,110.0,15149.0
LPAZ21P,22.9,-109.5,20728.0,164.0,19660.0,70.0,17138.0
LPAZ21P,22.9,-109.5,20917.0,197.0,19560.0,560.0,17356.0
LPAZ21P,22.9,-109.5,21645.0,231.0,20210.0,80.0,17792.0
LPAZ21P,22.9,-109.5,22026.0,204.0,20970.0,190.0,18064.0
LPAZ21P,22.9,-109.5,22030.0,204.0,20940.0,500.0,18069.0
LPAZ21P,22.9,-109.5,23046.0,250.0,21810.0,210.0,19194.0
LPAZ21P,22.9,-109.5,24423.0,219.0,22640.0,100.0,20353.0
LPAZ21P,22.9,-109.5,26702.0,174.0,24910.0,200.0,22385.0
LPAZ21P,22.9,-109.5,26706.0,177.0,25520.0,320.0,22383.0
LPAZ21P,22.9,-109.5,27725.0,130.0,27090.0,300.0,23502.0
LPAZ21P,22.9,-109.5,29461.0,176.0,26560.0,550.0,25252.0
LPAZ21P,22.9,-109.5,31069.0,72.0,29970.0,630.0,26823.0
MD97-2106,-45.15,146.2853,25190.0,181.25,22040.0,70.0,20892.0
MD97-2106,-45.15,146.2853,25999.0,192.625,23020.0,100.0,21852.0
MD97-2106,-45.15,146.2853,26199.0,239.75,23080.0,100.0,21966.0
MD97-2106,-45.15,146.2853,27464.5,245.375,23530.0,140.0,23282.0
MD97-2106,-45.15,146.2853,28343.0,340.25,25880.0,130.0,24144.0
MD97-2106,-45.15,146.2853,29272.5,261.5,26190.0,140.0,25198.0
MD97-2106,-45.15,146.2853,29810.75,270.75,27020.0,160.0,25365.0
MD97-2106,-45.15,146.2853,30133.0,284.0,26800.0,110.0,25956.0
ML1208-01PC,21.2,-158.53,5740.5,74.875,5715.0,15.0,5017.1
ML1208-01PC,21.2,-158.53,9595.5,150.625,9650.0,30.0,8684.699999999999
ML1208-01PC,21.2,-158.53,17685.5,728.125,18000.0,250.0,14460.0
VINO19-4-GGC37,50.4,167.7,2250.0,500.0,6780.0,20.0,2209.0
VINO19-4-GGC37,50.4,167.7,4000.0,500.0,6660.0,20.0,3705.0
VINO19-4-GGC37,50.4,167.7,4500.0,500.0,6620.0,20.0,3994.0
VINO19-4-GGC37,50.4,167.7,6500.0,500.0,6830.0,20.0,5743.0
VINO19-4-GGC37,50.4,167.7,8000.0,500.0,8025.0,20.0,7178.0
VINO19-4-GGC37,50.4,167.7,9750.0,500.0,8495.0,25.0,8774.0
VINO19-4-GGC37,50.4,167.7,9792.0,537.5,9310.0,25.0,8803.4
VINO19-4-GGC37,50.4,167.7,10000.0,500.0,9380.0,25.0,8872.0
VINO19-4-GGC37,50.4,167.7,10178.0,521.5,10115.0,25.0,8953.4
VINO19-4-GGC37,50.4,167.7,10250.0,500.0,9365.0,30.0,9150.0
VINO19-4-GGC37,50.4,167.7,10684.0,523.5,10170.0,25.0,9435.2
VINO19-4-GGC37,50.4,167.7,11182.0,780.0,10640.0,25.0,9712.0
VINO19-4-GGC37,50.4,167.7,11842.0,487.5,11125.0,35.0,10206.0
VINO19-4-GGC37,50.4,167.7,12509.0,417.5,11810.0,30.0,10554.0
VINO19-4-GGC37,50.4,167.7,12931.0,411.0,12015.0,30.0,11044.0
VINO19-4-GGC37,50.4,167.7,13121.0,304.0,12205.0,30.0,11243.0
VINO19-4-GGC37,50.4,167.7,13323.0,347.5,12385.0,35.0,11469.0
VINO19-4-GGC37,50.4,167.7,13458.0,272.5,12675.0,30.0,11579.0
