Event,Latitude,Longitude,Cal age [ka BP],"Cal age std e [±] (calculated, 1 sigma)","Age dated [ka] (planktic, Age, 14C AMS)","Age std e [±] (planktic, calculated, 1 sigma)","Age dated [ka] (Coeval atmospheric 14C age, A...)"
17/1GCA,-4.216333333,-37.07525,10159.0,90.0,9481.0,57.0,8927.6
17/1GCA,-4.216333333,-37.07525,11331.0,78.0,10375.0,51.0,9956.2
17/1GCA,-4.216333333,-37.07525,11467.0,88.0,10397.0,52.0,10013.0
17/1GCA,-4.216333333,-37.07525,12063.0,99.0,10870.0,56.0,10341.0
17/1GCA,-4.216333333,-37.07525,12208.0,88.0,10893.0,60.0,10415.0
17/1GCA,-4.216333333,-37.07525,12810.5,73.0,11497.0,68.0,10905.0
17/1GCA,-4.216333333,-37.07525,13071.0,88.0,11716.0,68.0,11078.0
17/1GCA,-4.216333333,-37.07525,13804.0,134.0,12424.0,80.0,11992.0
17/1GCA,-4.216333333,-37.07525,14948.0,130.0,13135.0,79.0,12541.0
17/1GCA,-4.216333333,-37.07525,15146.0,104.0,13272.0,84.0,12703.0
17/1GCA,-4.216333333,-37.07525,15818.0,106.0,13817.0,62.0,13193.0
17/1GCA,-4.216333333,-37.07525,16491.5,97.0,14309.0,76.0,13647.0
17/1GCA,-4.216333333,-37.07525,16752.0,112.0,14501.0,63.0,13812.0
17/1GCA,-4.216333333,-37.07525,18332.0,133.0,15818.0,106.0,15200.0
17/1GCA,-4.216333333,-37.07525,18602.0,136.0,16125.0,110.0,15151.0
17/1GCA,-4.216333333,-37.07525,19376.0,167.0,16783.0,86.0,16015.999999999998
17/1GCA,-4.216333333,-37.07525,22684.0,212.0,19658.0,136.0,18783.0
GS07-150-20/2A,-4.260916667,-37.13738333,13187.0,49.0,11872.0,52.0,11350.0
GS07-150-20/2A,-4.260916667,-37.13738333,14763.0,93.0,13000.0,50.0,12365.0
GS07-150-20/2A,-4.260916667,-37.13738333,15188.0,73.0,13320.0,58.0,12736.0
GS07-150-20/2A,-4.260916667,-37.13738333,16938.0,71.0,14668.0,64.0,13891.0
MD09-3256,-3.546833333,-35.38516667,4415.0,361.0,4430.0,43.0,3945.0
MD09-3256,-3.546833333,-35.38516667,10872.0,272.0,10005.0,49.0,9592.4
MD09-3256,-3.546833333,-35.38516667,12347.0,158.0,11037.0,63.0,10403.0
MD09-3256,-3.546833333,-35.38516667,12680.0,191.0,11287.0,58.0,10622.0
MD09-3256,-3.546833333,-35.38516667,14477.0,270.0,12892.0,75.0,12413.0
MD09-3256,-3.546833333,-35.38516667,15660.5,186.0,13687.0,100.0,13065.0
MD09-3256,-3.546833333,-35.38516667,16419.0,179.0,14251.0,78.0,13612.0
MD09-3256,-3.546833333,-35.38516667,17572.0,193.0,15176.0,81.0,14464.0
MD09-3256,-3.546833333,-35.38516667,18269.5,148.0,15878.0,120.0,15045.0
MD09-3256,-3.546833333,-35.38516667,18703.5,164.0,16158.999999999998,65.0,15361.0
MD09-3256,-3.546833333,-35.38516667,20143.0,326.0,17385.0,105.0,16658.0
MD09-3256,-3.546833333,-35.38516667,21475.0,344.0,18544.0,159.0,17796.0
MD09-3256,-3.546833333,-35.38516667,23921.0,363.0,20733.0,151.0,19980.0
MD09-3257,-4.244666667,-36.35266667,595.0,210.0,1181.0,25.0,603.0
MD09-3257,-4.244666667,-36.35266667,7348.0,223.0,7046.0,43.0,6451.8
MD09-3257,-4.244666667,-36.35266667,10845.5,132.0,9994.0,50.0,9588.2
MD09-3257,-4.244666667,-36.35266667,11638.0,98.0,10532.0,51.0,10064.0
MD09-3257,-4.244666667,-36.35266667,12495.0,79.0,11143.0,54.0,10523.0
MD09-3257,-4.244666667,-36.35266667,12675.5,66.0,11292.0,56.0,10611.0
MD09-3257,-4.244666667,-36.35266667,13302.0,94.0,11986.0,58.0,11406.0
MD09-3257,-4.244666667,-36.35266667,14048.0,118.0,12615.0,60.0,12126.0
MD09-3257,-4.244666667,-36.35266667,14598.0,123.0,12905.0,58.0,12465.0
MD09-3257,-4.244666667,-36.35266667,15370.0,103.0,13490.0,69.0,12892.0
MD09-3257,-4.244666667,-36.35266667,15754.0,113.0,13705.0,74.0,13139.0
MD09-3257,-4.244666667,-36.35266667,16952.5,113.0,14692.0,77.0,13902.0
MD09-3257,-4.244666667,-36.35266667,17566.5,130.0,15151.0,85.0,14464.0
MD09-3257,-4.244666667,-36.35266667,18754.0,119.0,16251.999999999998,87.0,15417.0
MD09-3257,-4.244666667,-36.35266667,19215.0,143.0,16675.0,90.0,15956.0
MD99-2334,37.8,-10.16666667,315.03183,214.1972,761.63636,38.363913,306.15999999999997
MD99-2334,37.8,-10.16666667,1649.88205,372.695,1624.41739,37.880756,1784.1
MD99-2334,37.8,-10.16666667,3410.34589,211.31069499999998,3557.53333,38.0,3211.3
MD99-2334,37.8,-10.16666667,8671.97423,633.569455,8195.225,37.26413,7915.099999999999
MD99-2334,37.8,-10.16666667,11752.63309,382.14392000000004,10397.439999999999,41.784922,10126.0
MD99-2334,37.8,-10.16666667,12058.939390000001,238.155255,10656.37143,39.258503,10337.0
MD99-2334,37.8,-10.16666667,12340.54918,194.27845499999998,10812.342859999999,50.0,10422.0
MD99-2334,37.8,-10.16666667,12563.62471,161.50423,10904.0,50.0,10472.0
MD99-2334,37.8,-10.16666667,12735.45455,120.5,11030.0,50.0,10765.0
MD99-2334,37.8,-10.16666667,12911.803539999999,278.875,11181.47826,50.0,11019.0
MD99-2334,37.8,-10.16666667,13824.91667,643.270835,12542.91304,50.0,12022.0
MD99-2334,37.8,-10.16666667,14028.748379999999,598.7674499999999,12684.56522,110.0,12083.0
MD99-2334,37.8,-10.16666667,14815.463380000001,126.693485,13231.33333,41.335871000000004,12442.0
MD99-2334,37.8,-10.16666667,15022.60714,136.165625,13890.0,130.0,12612.0
MD99-2334,37.8,-10.16666667,15318.379459999998,132.35976499999998,13919.11111,162.788206,12854.0
MD99-2334,37.8,-10.16666667,15799.45205,199.59281000000001,14227.688,42.965047,13178.0
MD99-2334,37.8,-10.16666667,17391.63426,233.70726,15145.611110000002,43.785161,14318.0
MD99-2334,37.8,-10.16666667,17833.40813,220.02643,15533.8,47.546193,14550.0
MD99-2334,37.8,-10.16666667,18602.59807,221.831175,16252.818179999998,46.890390999999994,15152.0
MD99-2334,37.8,-10.16666667,20051.63267,261.36469,17533.61,49.257052,16589.0
MD99-2334,37.8,-10.16666667,21290.82004,213.208655,18541.925,52.550559,17579.0
MD99-2334,37.8,-10.16666667,21705.84783,299.55104,19068.149999999998,150.0,17809.0
MD99-2334,37.8,-10.16666667,24021.70596,525.53103,21023.1875,190.0,20029.0
MD99-2334,37.8,-10.16666667,24759.36656,604.52128,21599.75,180.0,20567.0
MD99-2334,37.8,-10.16666667,25569.76859,510.32514,22523.41667,220.0,21126.0
MD99-2334,37.8,-10.16666667,26889.80729,675.29245,23812.5,220.0,22429.0
MD99-2334,37.8,-10.16666667,27523.88217,478.625565,24426.600000000002,220.0,23289.0
MD99-2334,37.8,-10.16666667,30044.57116,473.532355,26740.0,200.0,25771.0
MD99-2334,37.8,-10.16666667,30911.17008,493.9382,27173.25,310.0,26557.0
MD99-2334,37.8,-10.16666667,212.12069,214.1972,761.63636,38.363913,164.76
MD99-2334,37.8,-10.16666667,1010.5999999999999,372.695,1624.41739,37.880756,1138.0
MD99-2334,37.8,-10.16666667,3215.85241,211.31069499999998,3557.53333,38.0,3027.7
MD99-2334,37.8,-10.16666667,8559.63478,633.569455,8195.225,37.26413,7790.9
MD99-2334,37.8,-10.16666667,11266.73423,382.14392000000004,10397.439999999999,41.784922,9905.5
MD99-2334,37.8,-10.16666667,11855.79348,238.155255,10656.37143,39.258503,10201.0
MD99-2334,37.8,-10.16666667,12187.00418,194.27845499999998,10812.342859999999,50.0,10374.0
MD99-2334,37.8,-10.16666667,12449.98718,161.50423,10904.0,50.0,10380.0
MD99-2334,37.8,-10.16666667,12592.0,120.5,11030.0,50.0,10498.0
MD99-2334,37.8,-10.16666667,12762.0,278.875,11181.47826,50.0,10882.0
MD99-2334,37.8,-10.16666667,14212.66667,643.270835,12542.91304,50.0,12309.0
MD99-2334,37.8,-10.16666667,14364.92857,598.7674499999999,12684.56522,110.0,12397.0
MD99-2334,37.8,-10.16666667,15042.68856,126.693485,13231.33333,41.335871000000004,12623.0
MD99-2334,37.8,-10.16666667,15341.0,136.165625,13890.0,130.0,12875.0
MD99-2334,37.8,-10.16666667,15531.07813,132.35976499999998,13919.11111,162.788206,12955.0
MD99-2334,37.8,-10.16666667,15813.13699,199.59281000000001,14227.688,42.965047,13189.0
MD99-2334,37.8,-10.16666667,17263.590180000003,233.70726,15145.611110000002,43.785161,14151.0
MD99-2334,37.8,-10.16666667,17886.88372,220.02643,15533.8,47.546193,14606.0
MD99-2334,37.8,-10.16666667,18808.104620000002,221.831175,16252.818179999998,46.890390999999994,15497.0
MD99-2334,37.8,-10.16666667,20435.23729,261.36469,17533.61,49.257052,16888.0
MD99-2334,37.8,-10.16666667,21693.28416,213.208655,18541.925,52.550559,17803.0
MD99-2334,37.8,-10.16666667,22227.79167,299.55104,19068.149999999998,150.0,18261.0
MD99-2334,37.8,-10.16666667,24236.02994,525.53103,21023.1875,190.0,20214.0
MD99-2334,37.8,-10.16666667,25223.37342,604.52128,21599.75,180.0,20939.0
MD99-2334,37.8,-10.16666667,25952.396360000002,510.32514,22523.41667,220.0,21741.0
MD99-2334,37.8,-10.16666667,27171.75,675.29245,23812.5,220.0,22755.0
MD99-2334,37.8,-10.16666667,27718.2541,478.625565,24426.600000000002,220.0,23485.0
MD99-2334,37.8,-10.16666667,30167.34118,473.532355,26740.0,200.0,26000.0
MD99-2334,37.8,-10.16666667,30928.53514,493.9382,27173.25,310.0,26576.0
SHAK03-6K,37.7075,-10.49236667,292.0,252.58750000000003,815.0,27.0,236.0
SHAK03-6K,37.7075,-10.49236667,3621.5,563.453125,3787.0,30.0,3381.0
SHAK03-6K,37.7075,-10.49236667,7953.0,489.190625,7483.0,40.0,7123.400000000001
SHAK03-6K,37.7075,-10.49236667,11948.625,478.9875,10692.0,65.0,10278.0
SHAK03-6K,37.7075,-10.49236667,13234.75,269.84999999999997,11604.0,48.0,11351.0
SHAK03-6K,37.7075,-10.49236667,14511.875,274.98125,12724.0,109.0,12427.0
SHAK03-6K,37.7075,-10.49236667,15148.5,111.53125,13357.0,53.0,12706.0
SHAK03-6K,37.7075,-10.49236667,15556.25,97.775,13961.0,50.0,12974.0
SHAK03-6K,37.7075,-10.49236667,16131.250000000002,182.3125,14564.5,99.764723,13394.0
SHAK03-6K,37.7075,-10.49236667,17675.0,271.19375,15349.0,64.0,14460.0
SHAK03-6K,37.7075,-10.49236667,18145.625,293.02187499999997,15683.0,71.0,14746.0
SHAK03-6K,37.7075,-10.49236667,19788.5,374.01875,17169.0,86.0,16351.0
SHAK03-6K,37.7075,-10.49236667,22765.0,417.2375,19589.0,144.0,18790.0
SHAK03-6K,37.7075,-10.49236667,31703.0,486.04999999999995,28392.0,433.497405,27780.0
SHAK03-6K,37.7075,-10.49236667,34248.375,685.7875,30628.0,438.0,29654.0
SHAK03-6K,37.7075,-10.49236667,292.0,252.58750000000003,815.0,27.0,236.0
SHAK03-6K,37.7075,-10.49236667,3621.5,563.453125,3787.0,30.0,3381.0
SHAK03-6K,37.7075,-10.49236667,7953.0,489.190625,7483.0,40.0,7123.400000000001
SHAK03-6K,37.7075,-10.49236667,11948.625,478.9875,10692.0,65.0,10278.0
SHAK03-6K,37.7075,-10.49236667,13234.75,269.84999999999997,11604.0,48.0,11351.0
SHAK03-6K,37.7075,-10.49236667,14511.875,274.98125,12724.0,109.0,12427.0
SHAK03-6K,37.7075,-10.49236667,15148.5,111.53125,13357.0,53.0,12706.0
SHAK03-6K,37.7075,-10.49236667,15556.25,97.775,13961.0,50.0,12974.0
SHAK03-6K,37.7075,-10.49236667,16131.250000000002,182.3125,14564.5,99.764723,13394.0
SHAK03-6K,37.7075,-10.49236667,17675.0,271.19375,15349.0,64.0,14460.0
SHAK03-6K,37.7075,-10.49236667,18145.625,293.02187499999997,15683.0,71.0,14746.0
SHAK03-6K,37.7075,-10.49236667,19788.5,374.01875,17169.0,86.0,16351.0
SHAK03-6K,37.7075,-10.49236667,22765.0,417.2375,19589.0,144.0,18790.0
SHAK03-6K,37.7075,-10.49236667,31703.0,486.04999999999995,28392.0,433.497405,27780.0
SHAK03-6K,37.7075,-10.49236667,34248.375,685.7875,30628.0,438.0,29654.0
SHAK05-3K,37.6025,-10.69183333,3702.75,636.7437500000001,3861.0,40.0,3467.0
SHAK05-3K,37.6025,-10.69183333,7392.125,504.91249999999997,6849.0,36.0,6436.0
SHAK05-3K,37.6025,-10.69183333,10739.5,648.8249999999999,9606.0,52.0,9502.5
SHAK05-3K,37.6025,-10.69183333,12571.5,544.090625,11024.0,56.0,10472.0
SHAK05-3K,37.6025,-10.69183333,13006.5,237.521875,11392.0,46.0,11064.0
SHAK05-3K,37.6025,-10.69183333,13916.375,185.028125,12226.0,50.0,12056.0
SHAK05-3K,37.6025,-10.69183333,15873.0,308.51250000000005,14117.0,62.0,13229.0
SHAK05-3K,37.6025,-10.69183333,16874.75,501.30937499999993,14930.0,62.0,13855.0
SHAK05-3K,37.6025,-10.69183333,18752.125,395.184375,16193.999999999998,79.0,15415.0
SHAK05-3K,37.6025,-10.69183333,19878.25,234.8,17144.0,91.0,16455.0
SHAK05-3K,37.6025,-10.69183333,22746.875,335.859375,19536.0,136.0,18789.0
SHAK05-3K,37.6025,-10.69183333,3702.75,636.7437500000001,3861.0,40.0,3467.0
SHAK05-3K,37.6025,-10.69183333,7392.125,504.91249999999997,6849.0,36.0,6436.0
SHAK05-3K,37.6025,-10.69183333,10739.5,648.8249999999999,9606.0,52.0,9502.5
SHAK05-3K,37.6025,-10.69183333,12571.5,544.090625,11024.0,56.0,10472.0
SHAK05-3K,37.6025,-10.69183333,13006.5,237.521875,11392.0,46.0,11064.0
SHAK05-3K,37.6025,-10.69183333,13916.375,185.028125,12226.0,50.0,12056.0
SHAK05-3K,37.6025,-10.69183333,15873.0,308.51250000000005,14117.0,62.0,13229.0
SHAK05-3K,37.6025,-10.69183333,16874.75,501.30937499999993,14930.0,62.0,13855.0
SHAK05-3K,37.6025,-10.69183333,18752.125,395.184375,16193.999999999998,79.0,15415.0
SHAK05-3K,37.6025,-10.69183333,19878.25,234.8,17144.0,91.0,16455.0
SHAK05-3K,37.6025,-10.69183333,22746.875,335.859375,19536.0,136.0,18789.0
SHAK06-4K,37.56133333,-10.14216667,20329.059999999998,200.0,17508.0,97.0,16802.0
SHAK06-4K,37.56133333,-10.14216667,22185.353750000002,200.0,18950.0,106.0,18226.0
SHAK06-4K,37.56133333,-10.14216667,20329.059999999998,200.0,17508.0,97.0,16802.0
SHAK06-4K,37.56133333,-10.14216667,22185.353750000002,200.0,18950.0,106.0,18226.0
SHAK10-10K,37.836,-9.719333333,574.0,86.765625,1110.0,36.0,663.0
SHAK10-10K,37.836,-9.719333333,1073.75,118.76875000000001,1700.0,20.0,1192.5
SHAK10-10K,37.836,-9.719333333,1692.875,276.846875,2287.0,47.0,1749.4
SHAK10-10K,37.836,-9.719333333,6249.625,829.6218749999999,5714.0,47.0,5385.900000000001
SHAK10-10K,37.836,-9.719333333,8934.375,314.665625,8420.0,32.0,7964.400000000001
SHAK10-10K,37.836,-9.719333333,11370.5,319.05,10102.0,27.0,9978.6
SHAK10-10K,37.836,-9.719333333,12566.0,386.634375,10973.0,33.0,10472.0
SHAK10-10K,37.836,-9.719333333,14964.875,198.1875,13062.0,52.0,12558.0
SHAK10-10K,37.836,-9.719333333,15995.125,150.44375,14456.0,55.0,13305.0
SHAK10-10K,37.836,-9.719333333,16403.5,205.69062499999998,14750.0,58.0,13604.0
SHAK10-10K,37.836,-9.719333333,17195.75,334.69375,15096.0,65.0,14155.0
SHAK10-10K,37.836,-9.719333333,574.0,86.765625,1110.0,36.0,663.0
SHAK10-10K,37.836,-9.719333333,1073.75,118.76875000000001,1700.0,20.0,1192.5
SHAK10-10K,37.836,-9.719333333,1692.875,276.846875,2287.0,47.0,1749.4
SHAK10-10K,37.836,-9.719333333,6249.625,829.6218749999999,5714.0,47.0,5385.900000000001
SHAK10-10K,37.836,-9.719333333,8934.375,314.665625,8420.0,32.0,7964.400000000001
SHAK10-10K,37.836,-9.719333333,11370.5,319.05,10102.0,27.0,9978.6
SHAK10-10K,37.836,-9.719333333,12566.0,386.634375,10973.0,33.0,10472.0
SHAK10-10K,37.836,-9.719333333,14964.875,198.1875,13062.0,52.0,12558.0
SHAK10-10K,37.836,-9.719333333,15995.125,150.44375,14456.0,55.0,13305.0
SHAK10-10K,37.836,-9.719333333,16403.5,205.69062499999998,14750.0,58.0,13604.0
SHAK10-10K,37.836,-9.719333333,17195.75,334.69375,15096.0,65.0,14155.0
SHAK14-4G,37.836,-9.719333333,259.0,228.6,794.0,36.0,138.0
SHAK14-4G,37.836,-9.719333333,3132.0,242.02499999999998,3485.0,28.0,2938.0
SHAK14-4G,37.836,-9.719333333,10936.0,273.03749999999997,10286.0,53.0,9608.2
SHAK14-4G,37.836,-9.719333333,11222.0,405.5625,10270.0,32.0,9800.599999999999
SHAK14-4G,37.836,-9.719333333,12258.0,336.71250000000003,10923.0,33.0,10383.0
SHAK14-4G,37.836,-9.719333333,12504.0,157.0625,10891.0,53.0,10549.0
SHAK14-4G,37.836,-9.719333333,12844.0,130.0,11302.0,41.0,10976.0
SHAK14-4G,37.836,-9.719333333,13367.0,148.04999999999998,11726.0,55.0,11523.0
SHAK14-4G,37.836,-9.719333333,14638.0,164.51250000000002,12803.0,64.0,12478.0
SHAK14-4G,37.836,-9.719333333,14786.0,82.025,12914.0,39.0,12391.0
SHAK14-4G,37.836,-9.719333333,15010.25,77.01875,13172.0,43.0,12604.0
SHAK14-4G,37.836,-9.719333333,15153.0,60.0,13415.0,51.0,12709.0
SHAK14-4G,37.836,-9.719333333,15263.0,69.525,13634.0,49.0,12796.0
SHAK14-4G,37.836,-9.719333333,15350.5,120.0,13421.0,51.0,12881.0
SHAK14-4G,37.836,-9.719333333,15852.0,61.525000000000006,14236.0,53.0,13217.0
SHAK14-4G,37.836,-9.719333333,16102.5,180.29375,14653.0,83.0,13379.0
SHAK14-4G,37.836,-9.719333333,16183.499999999998,323.1125,14453.0,57.0,13425.0
SHAK14-4G,37.836,-9.719333333,16909.5,269.0125,15023.0,60.0,13873.0
SHAK14-4G,37.836,-9.719333333,19544.0,206.03750000000002,16886.0,75.0,16203.0
SHAK14-4G,37.836,-9.719333333,21638.0,201.51250000000002,18531.0,89.0,17792.0
SHAK14-4G,37.836,-9.719333333,259.0,228.6,794.0,36.0,138.0
SHAK14-4G,37.836,-9.719333333,3132.0,242.02499999999998,3485.0,28.0,2938.0
SHAK14-4G,37.836,-9.719333333,10936.0,273.03749999999997,10286.0,53.0,9608.2
SHAK14-4G,37.836,-9.719333333,11222.0,405.5625,10270.0,32.0,9800.599999999999
SHAK14-4G,37.836,-9.719333333,12258.0,336.71250000000003,10923.0,33.0,10383.0
SHAK14-4G,37.836,-9.719333333,12504.0,157.0625,10891.0,53.0,10549.0
SHAK14-4G,37.836,-9.719333333,12844.0,130.0,11302.0,41.0,10976.0
SHAK14-4G,37.836,-9.719333333,13367.0,148.04999999999998,11726.0,55.0,11523.0
SHAK14-4G,37.836,-9.719333333,14638.0,164.51250000000002,12803.0,64.0,12478.0
SHAK14-4G,37.836,-9.719333333,14786.0,82.025,12914.0,39.0,12391.0
SHAK14-4G,37.836,-9.719333333,15010.25,77.01875,13172.0,43.0,12604.0
SHAK14-4G,37.836,-9.719333333,15153.0,60.0,13415.0,51.0,12709.0
SHAK14-4G,37.836,-9.719333333,15263.0,69.525,13634.0,49.0,12796.0
SHAK14-4G,37.836,-9.719333333,15350.5,120.0,13421.0,51.0,12881.0
SHAK14-4G,37.836,-9.719333333,15852.0,61.525000000000006,14236.0,53.0,13217.0
SHAK14-4G,37.836,-9.719333333,16102.5,180.29375,14653.0,83.0,13379.0
SHAK14-4G,37.836,-9.719333333,16183.499999999998,323.1125,14453.0,57.0,13425.0
SHAK14-4G,37.836,-9.719333333,16909.5,269.0125,15023.0,60.0,13873.0
SHAK14-4G,37.836,-9.719333333,19544.0,206.03750000000002,16886.0,75.0,16203.0
SHAK14-4G,37.836,-9.719333333,21638.0,201.51250000000002,18531.0,89.0,17792.0
VM21-30,-1.22,-89.68,769.0,481.2,2190.0,45.0,866.0
VM21-30,-1.22,-89.68,1301.0,57.5,1865.0,15.0,1400.0
VM21-30,-1.22,-89.68,1301.0,57.5,1875.0,15.0,1400.0
VM21-30,-1.22,-89.68,3737.0,198.6,3755.0,20.0,3512.0
VM21-30,-1.22,-89.68,3737.0,198.6,4270.0,20.0,3512.0
VM21-30,-1.22,-89.68,6001.5,664.65,5620.0,55.0,5282.3
VM21-30,-1.22,-89.68,6884.0,141.0,6335.0,20.0,6025.0
VM21-30,-1.22,-89.68,6884.0,141.0,6760.0,20.0,6025.0
VM21-30,-1.22,-89.68,8722.0,463.2,8500.0,20.0,7929.8
VM21-30,-1.22,-89.68,8722.0,463.2,8590.0,45.0,7929.8
VM21-30,-1.22,-89.68,9755.5,492.09999999999997,8525.0,30.0,8775.3
VM21-30,-1.22,-89.68,9755.5,492.09999999999997,8690.0,55.0,8775.3
VM21-30,-1.22,-89.68,10464.0,765.55,9830.0,55.0,9245.6
VM21-30,-1.22,-89.68,11670.0,1123.45,10050.0,50.0,10065.0
VM21-30,-1.22,-89.68,11670.0,1123.45,10090.0,30.0,10065.0
VM21-30,-1.22,-89.68,11914.0,1154.1,9830.0,20.0,10210.0
VM21-30,-1.22,-89.68,11914.0,1154.1,10150.0,55.0,10210.0
VM21-30,-1.22,-89.68,12311.0,1180.75,10810.0,45.0,10363.0
VM21-30,-1.22,-89.68,12311.0,1180.75,11770.0,40.0,10363.0
VM21-30,-1.22,-89.68,12367.0,1181.025,11250.0,50.0,10367.0
VM21-30,-1.22,-89.68,13009.0,1107.225,13400.0,75.0,11066.0
VM21-30,-1.22,-89.68,13563.0,985.65,11750.0,90.0,11661.0
VM21-30,-1.22,-89.68,13563.0,985.65,12680.0,70.0,11661.0
VM21-30,-1.22,-89.68,13563.0,985.65,13590.0,45.0,11661.0
VM21-30,-1.22,-89.68,13989.5,833.6750000000001,11950.0,25.0,12016.0
VM21-30,-1.22,-89.68,13989.5,833.6750000000001,12000.0,130.0,12016.0
VM21-30,-1.22,-89.68,14371.625,659.625,12000.0,55.0,12398.0
VM21-30,-1.22,-89.68,14371.625,659.625,12405.0,40.0,12398.0
VM21-30,-1.22,-89.68,14598.0,686.6,12250.0,70.0,12465.0
VM21-30,-1.22,-89.68,15455.5,890.55,14020.0,35.0,12917.0
VM21-30,-1.22,-89.68,15455.5,890.55,14540.0,45.0,12917.0
VM21-30,-1.22,-89.68,15842.25,913.475,13290.0,35.0,13211.0
VM21-30,-1.22,-89.68,15842.25,913.475,15750.0,40.0,13211.0
VM21-30,-1.22,-89.68,16027.000000000002,951.85,13400.0,90.0,13332.0
VM21-30,-1.22,-89.68,16277.999999999998,946.55,14445.0,45.0,13496.0
VM21-30,-1.22,-89.68,16277.999999999998,946.55,17015.0,50.0,13496.0
VM21-30,-1.22,-89.68,16451.75,951.4,15650.0,70.0,13628.0
VM21-30,-1.22,-89.68,16451.75,951.4,16520.0,80.0,13628.0
VM21-30,-1.22,-89.68,16867.25,881.1,17550.0,80.0,13852.0
VM21-30,-1.22,-89.68,16909.0,862.4000000000001,17430.0,80.0,13872.0
VM21-30,-1.22,-89.68,17080.0,814.65,14830.0,70.0,14080.0
VM21-30,-1.22,-89.68,17130.0,807.025,16710.0,90.0,14148.0
VM21-30,-1.22,-89.68,17130.0,807.025,17140.0,80.0,14148.0
VM21-30,-1.22,-89.68,17707.0,702.25,16800.0,80.0,14463.0
VM21-30,-1.22,-89.68,17916.5,849.675,18560.0,100.0,14632.0
VM21-30,-1.22,-89.68,20559.5,2340.25,20510.0,80.0,17064.0
VM21-30,-1.22,-89.68,22033.5,2634.3999999999996,21330.0,80.0,18073.0
VM21-30,-1.22,-89.68,28420.0,515.4499999999999,25100.0,150.0,24179.0
VM21-30,-1.22,-89.68,30705.0,398.65,26900.0,150.0,26309.0
